type	index	image	question	A	B	C	D	answer
hg	354	data/figure/hg/2023-08-28--天风证券-宏观点评：出口仍然是今年经济的亮点_page5_no_caption.jpg	假设2018年消费品出口比例增加到20%以上，那么该年份的消费品出口表现将如何变化？	大幅增长	小幅增长	保持不变	小幅下降	A
hg	355	data/figure/hg/2023-10-24--华宝证券-金融产品行业生态报告：暗潮汹涌下积蓄的力量_page12_图92023H1公募基金月度发行规模.jpg	假设2023年4月混合型基金的发行数量增加到与股票型基金相同，那么该月的总发行数量会如何变化？	显著增加	略有增加	保持不变	显著减少	B
hg	356	data/figure/hg/2023-12-20--粤开证券-【粤开宏观】负重前行：2023年财政债务形势总结与2024年展望_page12_图表102023年110月各省一般公共预算收入两年平均增速.jpg	如果所有省份的一般公共预算收入累计两年平均增速都增加2%，那么哪个省份的排名变化最大？	吉林	新疆	西藏	广东	A
hg	357	data/figure/hg/2023-09-01--中国银行-宏观观察2023年第35期（总第491期）：本轮强降雨天气的影响分析与对策建议＊_page11_图11我国各省城市排水管网长度.jpg	如果所有省份的排水管网长度都增加到与广东省相同，那么全国总长度会增加多少公里？	约1000000公里	约1500000公里	约2000000公里	约2500000公里	C
hg	358	data/figure/hg/2023-11-20--招商银行-房地产之中长期③——韩国：地产调控的失效_page5_图2全球主要城市房价和房价收入比按中心区房价降序排列.jpg	如果香港的市中心房价下降到与北京相同，那么房价收入比会如何变化？	显著降低	略有降低	保持不变	显著升高	A
hg	359	data/figure/hg/2023-02-03--西南证券-宏观专题：全球齿轮转动，数字经济机会详解_page4_图4中国数字服务贸易监管最为严格.jpg	假设所有国家的基础设施水平都达到了中国的水平，全球数字服务贸易监管的平均值会发生什么变化？	大幅上升	小幅上升	保持不变	大幅下降	A
hg	360	data/figure/hg/2022-11-25--中信期货-2023年度策略报告：进退有度，内外分化_page12_图表3110月份欧元区CPI及其主要分项当月同比.jpg	如果剔除能源后的CPI涨幅增加到10%，CPI的总体涨幅会如何变化？	大幅上升	小幅上升	保持不变	小幅下降	B
hg	361	data/figure/hg/2024-03-17--国联证券-宏观专题报告：地产长周期拐点后的产业结构变化_page5_图表7占固定资产投资权重上升的制造业行业19个.jpg	假设2023年专用设备制造的占比显著增加，那么2020年的占比会如何变化？	上升	保持不变	下降	无法确定	A
hg	362	data/figure/hg/2023-09-13--平安证券-宏观深度：详解库存周期：误区、框架与研判_page5_图表7产成品存货在我国工业企业营业成本中约占5.jpg	假设2018年后产成品存货/营业成本的比例持续上升，这可能意味着什么？	生产效率提高	市场需求增加	库存管理出现问题	原材料价格上涨	C
hg	363	data/figure/hg/2023-02-15--粤开证券-【粤开宏观】从财税视角看吉林：“白山黑土”的转型之困不财政之难_page25_图表392021年吉林省代表区县地方政府债务余额及增速.jpg	如果宽城区的地方政府债务余额增速提高到与公主岭市相同，那么其地方政府债务余额会如何变化？	显著增加	略有增加	保持不变	显著减少	A
hg	364	data/figure/hg/2024-06-11--民生证券-海外周报：持续看好教培，关注暑期招生进展_page13_图17相关行业指数表现603607.jpg	如果恒生科技指数的周涨幅变为负数，最有可能的结果是？	恒指继续上涨	恒指下跌	恒指不变	无法确定	B
hg	365	data/figure/hg/2024-09-08--天风证券-宏观报告：衰退担忧，与一场宽松的不着陆_page5_no_caption.jpg	假设2025年6月的美国非金融企业到期债务达到了峰值，但实际数据并未显示这一情况。如果这种情况发生，对2025年平均票息的影响是什么？	显著上升	略有上升	保持稳定	显著下降	A
hg	366	data/figure/hg/2023-05-06--招商期货-PX专题系列（二）：海外PX竞争格局分化，存量装置或成关键变量_page3_近十年投产国家.jpg	假设2014年沙特的PX产量大幅下降，那么全球PX市场可能会出现什么情况？	价格上升	价格下降	供需平衡	供应过剩	A
hg	367	data/figure/hg/2024-05-06--东海证券-国内观察：五一假期重要事件一览：假期消费情况及重要事件_page7_图8五一假期前四日港澳台及国际航班执飞架次.jpg	如果2024年的国际航班数量为1000架次，会有什么结果？	港澳台航班数量将显著增加	港澳台航班数量将保持不变	港澳台航班数量将减少	无法确定	A
hg	368	data/figure/hg/2024-06-10--开源证券-美国5月非农就业数据点评：非农就业反弹或促使美联储削减2024降息次数_page4_no_caption.jpg	如果运输仓储业的时薪环比增速上升到0.7%，会如何影响其在图中的位置？	上升	保持不变	下降	无法确定	A
hg	369	data/figure/hg/2023-12-13--平安证券-2023年中央经济工作会议解读：理解中央经济工作会议六大提法_page2_图表42023年110月房地产继续拖累制造业生产.jpg	如果出口（直接拉动）在2023年1-10月的增加值增速变为负值，那么消费制造行业的增加值增速会如何变化？	显著增加	略有增加	显著减少	略有减少	C
hg	370	data/figure/hg/2023-03-10--东吴证券-宏观点评：2月非农预示加息结局_page3_图7教育及卫生健康服务用工需求高.jpg	如果教育和保健服务的职位空缺率在2023年1月下降到2022年12月的水平，那么该行业的职位空缺率会是多少？	7%	5%	3%	1%	A
hg	371	data/figure/hg/2022-12-12--招商银行-2023年宏观经济与资本市场展望：东风吹暖_page30_图59燃料和原材料出口价格涨幅最大.jpg	如果半导体和新能源产业链的价格涨幅降低到与机械器具相同，那么整体出口产品的价格分布会变得更加均匀还是更加集中？	更加均匀	更加集中	没有变化	无法确定	A
hg	372	data/figure/hg/2024-03-17--国联证券-宏观专题报告：地产长周期拐点后的产业结构变化_page13_图表20细分行业城镇非私营就业人员占比变动2022vs2020.jpg	如果房屋建筑业的非私营就业人员占比在2022年比2020年下降了3%，而不是上升，这将如何影响整体就业结构？	导致整体就业结构更加稳定	可能导致其他行业就业压力增大	对整体就业结构影响不大	无法确定	B
hg	373	data/figure/hg/2023-08-04--中国银河-北交所月度动态报告：政策密集促专精特新发展，北交所扩容将“质”“量”齐升_page12_图222022年各上市板研发情况亿元I.jpg	如果北证A股的研发支出占比增加到与科创板相同，研发支出合计（算术平均）会如何变化？	大幅增加	小幅增加	保持不变	大幅减少	A
hg	374	data/figure/hg/2023-02-14--银河期货-四季度我国国际收支初步数据分析：基础性国际收支顺差萎缩_page2_图4资本与金融项目差额初步数.jpg	假设2022年第四季度的资本与金融项目差额没有出现异常低值，那么该季度的国际收支状况可能会是怎样的？	顺差显著增加	逆差显著减少	顺差略有增加	逆差略有减少	B
hg	375	data/figure/hg/2023-11-14--国金证券-“宏观基本面”系列：特殊再融资，旧壶装新酒？_page6_图表12部分省市广义债务率相对较高.jpg	假设2022年所有省份的隐性债务率都增加50%，那么哪个地区的变化最为显著？	东部	中部	西部	东北	C
hg	376	data/figure/hg/2023-07-09--中银证券-宏观和大类资产配置周报：美元资产价格重新开始宽幅波动_page13_图表22本周大宗商品涨跌幅.jpg	如果本周所有大宗商品的价格都保持不变，那么哪种商品的波动幅度最大？	螺纹钢	铁矿石	沪铜	豆粕	A
hg	377	data/figure/hg/2023-09-26--联储证券-8月财政数据解读：支出回升，财政发力空间较大_page8_图258月份财政支出各分项当月值亿元.jpg	如果卫生健康支出增加到与农林水事务相同的水平，那么卫生健康支出占总支出的比例会如何变化？	大幅上升	略有上升	保持不变	大幅下降	B
hg	378	data/figure/hg/2022-12-06--国金证券-“钱去哪儿了”系列之二：制造业景气跟踪：来自信贷的视角_page6_图表16部分中mathcalF游行业经营现金流明显改善.jpg	假设2022年第三季度汽车制造行业的经营现金流与2021年同期相比大幅增加，那么该行业可能采取了什么措施？	增加了生产成本	提高了产品价格	减少了营销费用	扩大了市场份额	D
hg	379	data/figure/hg/2022-12-23--国泰期货-2023年宏观配置及投资展望：宏观配置年报：东方欲晓，莫道君行早_page19_图362022年美联储第一次加息部分商品涨跌幅.jpg	如果SHFE橡胶的价格在年初到美联储第一次加息期间没有下跌，而是上涨了0.1，那么整体商品价格的波动性会如何变化？	增加	减少	不变	无法确定	A
hg	380	data/figure/hg/2023-09-11--光大期货-宏观周报：通胀价格企稳_page15_图表16中国小松挖掘机开工小时数单位小时月.jpg	假设2021年的数据整体下降了20%，那么2021年的平均值最接近哪个年份的平均值？	2019年	2020年	2022年	2023年	A
hg	381	data/figure/hg/2024-09-14--国元证券-以ESG信息披露为例：中美欧ESG政策探究_page2_图1全球主要ESG信息披露框架在全球交易所中的引用参考比例排名.jpg	如果可持续发展会计准则委员会 (SASB) 的的引用参考比例上升到 90%，这可能意味着什么？	SASB 成为唯一主导框架	SASB 的影响力显著增强	SASB 被其他框架取代	SASB 的地位保持不变	B
hg	382	data/figure/hg/2023-09-15--粤开证券-【粤开宏观】中小银行风险的成因及治理路径：金融风险系列报告之一_page7_图表4各类银行资本充足率情况.jpg	假设2023年二季度股份制商业银行的资本充足率提高到14%，那么其与城市商业银行的差距会如何变化？	缩小	扩大	保持不变	无法确定	A
hg	383	data/figure/hg/2024-04-29--华龙证券-2024年3月工业企业利润数据点评：恢复分化明显，基础仍需巩固_page2_图2规模以上工业企业营收与成本.jpg	假设2023年1月至2024年 2月期间，营业成本的波动幅度显著减小，这会如何影响企业的利润空间？	利润空间扩大	利润空间缩小	利润空间不变	无法判断	A
hg	384	data/figure/hg/2024-03-14--国金证券-2月美国CPI数据点评：停滞的“去通胀”_page3_图表6商品CPI同比有所反弹.jpg	如果能源商品的价格在2024年3月继续上涨，那么对整体商品CPI的影响会是？	上升	下降	保持不变	无法预测	A
hg	385	data/figure/hg/2022-10-27--西南证券-三季度经济数据点评：生产端向好明显，消费仍待改善_page4_图62022年专项债发行规模较大支撑基建投资回暖.jpg	如果2022年6月地方政府债券发行额没有显著增加，那么可能会发生什么？	地方政府债券发行额在2022年下半年持续低迷	地方政府债券发行额在2022年其他月份出现补偿性增长	地方政府债券发行额在2022年全年保持平稳	地方政府债券发行额在2022年提前达到峰值	B
hg	386	data/figure/hg/2024-04-08--国金证券-大类资产周报第23期：“决胜”财报季_page9_图表232023年底各行业的证券公司调研次数均值.jpg	假设非银行金融行业的调研次数大幅减少，这会对行业内的股票数量产生什么影响？	行业内股票数量会显著减少	行业内公司股价可能会下跌	行业内公司业绩表现不佳	行业内公司会被更多地关注	A
hg	387	data/figure/hg/2024-04-23--中国银河-宏观动态报告：印度，这次会不同吗？-下篇：莫迪经济学与印度新机遇_page1_图印度选举民调显示莫迪极大概率连任.jpg	如果印度全国发展包容联盟（INDIA）的得票率下降到20%，会如何影响2019选举结果？	NDA继续连任	其他政党赢得多数席位	选举结果无法预测	印度全国发展包容联盟（INDIA）赢得多数席位	B
hg	388	data/figure/hg/2022-10-26--华安证券-9月财政数据点评：税收收入整体较弱_page2_no_caption.jpg	如果2022年的公共财政收入预算完成进度达到80%，那么公共财政支出预算完成进度最可能的情况是？	超过75%	在70%-75%之间	低于70%	与2021年相同	A
hg	389	data/figure/hg/2023-10-19--国信证券-宏观经济宏观月报：9月国内失业率下降，消费回暖具有持续性_page11_图17国内不同出口产品对整体出口同比的贡献.jpg	假设8月集成电路的出口贡献度与9月相同，那么8月的整体出口同比贡献会有什么变化？	显著增加	略有增加	保持不变	显著减少	A
hg	390	data/figure/hg/2023-10-06--西南证券-宏观专题：从消费信贷看美国家庭资产负债表_page5_图6不同收入水平的家庭选择支付方式的比重.jpg	如果家庭收入超过$100,000的群体中，使用借记卡支付的比例增加到40%，那么其他支付方式的比例会发生什么变化？	信用卡和预付卡比例下降	现金和移动支付应用比例上升	ACH和其他支付方式比例不变	所有支付方式比例均等	A
hg	391	data/figure/hg/2023-12-15--中银证券-11月经济数据点评：四方面因素托底经济复苏趋势_page4_图表10各品类社零累计同比增速.jpg	如果饮料类的累计同比增速提高到5%，那么其在所有品类中的排名会发生什么变化？	上升	下降	不变	无法确定	A
hg	392	data/figure/hg/2023-08-05--中国银河-8月4日四部委联合发布会点评：逆周期调节加码，高质量发展升级_page20_图342023年47月交通运输细分行业多数下跌.jpg	假设2023年4-7月所有行业涨跌幅均为正值，那么哪个行业的涨跌幅增幅最大？	物流	航空机场	航运港口	铁路公路	D
hg	393	data/figure/hg/2023-12-21--上海证券-2023年11月物价数据点评：价格双双跌幅加深_page6_图6PPI细项.jpg	假设2023年11月石油加工的价格没有下跌，而是上涨了10%，那么对整体PPI指数的影响是什么？	显著上升	略有上升	略有下降	显著下降	A
hg	394	data/figure/hg/2023-10-23--天风证券-大类资产风险定价周度观察-23年10月第4周_page2_图5一级行业交易拥挤度百分位数.jpg	假设电力及公用事业的交易拥挤度百分位数在10/20/23时上升至60%，这将对行业排名产生什么影响？	排名上升	排名下降	排名不变	无法确定	A
hg	395	data/figure/hg/2023-03-10--国投安信期货-2月物价数据快报_page0_图CPI食品类环比.jpg	如果2023年2月猪肉价格环比下降11.40%，而不是下降4.40%，那么食品类整体价格变化会如何？	大幅下降	小幅下降	保持不变	小幅上升	A
hg	396	data/figure/hg/2022-12-12--招商银行-2023年宏观经济与资本市场展望：东风吹暖_page47_图111增量政策工具持续发力托底社融.jpg	假设2022年9月的结构性货币政策工具增加了一倍，那么原增量会有什么变化？	显著增加	略有减少	保持不变	大幅减少	A
hg	397	data/figure/hg/2024-07-03--国联证券-美国再通胀研究：美国通胀回落：从供给改善到需求走弱_page24_图表372020年后低利率房贷亿美元.jpg	如果2020年后房贷的金额为 1000亿美元，而不是800亿美元，这可能意味着什么？	市场繁荣	信贷扩张	购房需求旺盛	银行风险增加	D
hg	398	data/figure/hg/2022-10-27--国金证券-9月财政数据点评：稳增长转由“准财政”驱动_page4_图表109月政府性基金支出进度明显低于过往.jpg	假设2017年的政府性基金支出占预算比重与2016年相同，那么该年份的占比会是多少？	9.50%	10.00%	10.50%	11.00%	A
hg	399	data/figure/hg/2023-01-11--国信证券-货币政策与流动性观察：央行11月资产负债表变化解析_page10_图30企业债券净融资与结构.jpg	如果企业在5周前的融资金额翻倍，那么接下来四周的融资金额总和会如何变化？	大幅增加	小幅增加	基本不变	大幅减少	A
hg	400	data/figure/hg/2023-10-12--粤开证券-【粤开宏观】美国房地产发展模式对中国的启示：海外房地产系列之一_page15_图表11美国各州实际有效房地产税税率中位数在032到223之间.jpg	假设所有州的房地产税率都调整为平均值，哪个州的居民可能感受到最大的税负变化？	新泽西州	夏威夷州	科罗拉多州	华盛顿特区	A
hg	401	data/figure/hg/2024-07-12--中银证券-上半年进出口数据点评：美制造业补库在我国出口结构上得到验证_page1_图表4上半年主要出口产品价格同比增速表现.jpg	如果钢材的出口金额在2024年6月比去年同期增长了50%，那么这是否意味着钢材的需求显著增加？	是	否	不确定	无法判断	A
hg	402	data/figure/hg/2024-09-27--招商银行-美联储议息会议点评（2024年9月）：重新校准，转向宽松_page4_美联储对美国PCE通胀的季度预测.jpg	如果2024年第二季度的PCE通胀率显著高于其他季度，这可能意味着什么？	经济复苏加速	货币政策收紧	供应链问题缓解	能源价格大幅上涨	D
hg	403	data/figure/hg/2023-08-15--中国银河-7月经济数据解读：政策预期再加码，坚守A股主线投资逻辑_page6_图9中国社会消费品零售总额分类同比增速.jpg	如果除汽车以外的消费增速在2023年7月降低到2.5%，那么整体社会消费品零售总额的增速会如何变化？	增加	减少	保持不变	无法确定	B
hg	404	data/figure/hg/2024-03-20--交银国际证券-中国宏观：设备更新与循环经济带来的投资机会_page11_no_caption.jpg	如果镍的需求突然大幅增加，会对其他金属产生什么影响？	价格上涨	价格下跌	供需平衡	价格不变	A
hg	405	data/figure/hg/2023-10-24--华宝证券-金融产品行业生态报告：暗潮汹涌下积蓄的力量_page22_图2220112021美国人身险合并账户资产配置结构.jpg	如果2011年政府债券的比例增加到20%，那么公司债的比例会如何变化？	减少	增加	不变	无法确定	A
hg	406	data/figure/hg/2022-12-12--信达证券-宏观研究专题报告：通胀阶段性低点可能已经过去_page4_图511月CPI涨幅回落主要受食品烟酒项交通和通信项的影响.jpg	假设居住类价格在10月和11月大幅上涨，那么交通和通信类价格的变化趋势会如何？	显著增加	显著减少	基本不变	先增后减	C
hg	407	data/figure/hg/2023-05-14--国海证券-日本人口达峰后产业及消费趋势的变化对我国的启示_page54_图表2022至2025年AI芯片市场规模CAGR为28.jpg	假设2022年的AI芯片市场规模比预计的850.2亿元低20%，那么2022年的市场规模会是多少？	680.16亿元	700亿元	750亿元	800亿元	A
hg	408	data/figure/hg/2023-05-22--国金证券-见微知著系列之五十二：用电变化，透露的经济线索？_page8_图表19小微企业生产经营对经济的影响不容忽视.jpg	如果中型企业的资产占比提高到与大型企业相同，那么负债比例会如何变化？	中型企业负债比例显著增加	大型企业负债比例显著增加	小微型企业负债比例显著增加	总体负债比例保持不变	A
hg	409	data/figure/hg/2023-02-16--金信期货-宏观·专题报告：美国通胀快速放缓的预期落空_page3_图表4美国CPI分项及环比变化.jpg	如果能源的CPI环比变化降低到与其他商品和服务相同的水平，会对整体CPI产生什么影响？	整体CPI显著下降	整体CPI略有下降	整体CPI保持不变	整体CPI显著上升	A
hg	410	data/figure/hg/2022-12-12--招商银行-2023年宏观经济与资本市场展望：东风吹暖_page48_图1132023年初MLF将有超万亿到期.jpg	如果2023年5月16日的中期借贷便利（MLF）到期量增加到2,500亿元，那么该月份的到期量排名会发生什么变化？	上升一位	保持不变	下降一位	成为当月最高	A
hg	411	data/figure/hg/2023-01-19--国金证券-紧缩的“终章”系列之四：美国高收益债违约潮，“暗流”涌动_page6_no_caption.jpg	如果2008-2009年的投资级债券违约金额翻倍，那么其占总违约金额的比例会如何变化？	增加	减少	不变	无法确定	A
hg	412	data/figure/hg/2024-02-27--国金证券-大类资产周报第19期：海外市场新高背后的“分化”？_page9_图表281990年以来美国各行业的市盈率分位情况.jpg	如果可选消费行业的当前估值（PE_TTM）显著上升，这会如何影响该行业的未来预期？	该行业未来的盈利增长可能会放缓	该行业未来的盈利增长可能会加快	该行业未来的盈利增长可能会保持不变	该行业未来的盈利增长可能会不确定	A
hg	413	data/figure/hg/2024-07-24--中国银河-三中之后的财税改革（深度解读）_page12_图19中国数字经济规模增速及占GDP比重.jpg	假设2020年中国的数字经济规模比实际值低了10%，那么数字经济占GDP的比重会如何变化？	增加	减少	保持不变	无法确定	B
hg	414	data/figure/hg/2023-02-17--粤开证券-【粤开宏观】从财税视角看黑龙江：肥沃“黑土”为何堆不出“金山”_page22_图表302021年黑龙江省代表区县土地财政依赖度.jpg	如果所有区县的土地财政依赖度都达到汤旺县的水平，黑龙江省的整体财政状况会如何变化？	显著改善	略有改善	没有变化	恶化	A
hg	415	data/figure/hg/2023-05-18--银河期货-一季度我国国际收支初步数据分析：基础性国际收支顺差持续萎缩_page1_图3季度收益账户情况初步数.jpg	假设2018年第四季度的贷方收益为负数，那么该季度的差额收益会如何变化？	显著增加	显著减少	保持不变	无法确定	B
hg	416	data/figure/hg/2024-07-14--西南证券-2024年6月社融数据点评：社融总体表现平稳，“挤水分”效应持续释放_page1_图26月新增社融同比少增.jpg	假设2023年12月社会融资规模当月值为负数，这会如何影响整体趋势？	表明资金紧张	反映经济衰退	数据错误	显示政策调整	A
hg	417	data/figure/hg/2023-07-11--东吴证券-宏观深度报告：今年出口还有什么“顺风”可以依赖？_page8_图13中东对中国部分产品进口依赖度仍较低.jpg	如果2021年中东对中国的塑料制品进口份额增加到40%，那么中国在该领域的市场份额会如何变化？	显著增加	略有增加	保持不变	显著减少	A
hg	418	data/figure/hg/2023-05-10--东亚前海证券-2023年4月出口数据点评：出口保持韧性，新格局稳中向好_page2_图表24月重点出口产品金额.jpg	如果纺织制品的出口金额增加20亿美元，其同比增速会如何变化？	大幅上升	小幅上升	保持不变	下降	B
hg	419	data/figure/hg/2023-04-25--信达证券-存款高增长何时走向终结？_page4_图4各项存款的结构分布中住户存款占比最高.jpg	假设政府存款占比在2020年达到峰值后持续下降，那么非银行业金融机构存款占比会如何变化？	持续上升	先上升后下降	保持稳定	持续下降	A
hg	420	data/figure/hg/2023-06-14--平安证券-2023下半年宏观经济展望：产能周期下的嬗变_page4_circledcirc2023年一季度消费对GDP的贡献显著回升.jpg	假设2019年3月的资本形成总额大幅增加，对GDP当季同比拉动的影响是什么？	大幅增加	略有增加	保持不变	大幅减少	A
hg	421	data/figure/hg/2022-12-19--国信证券-宏观经济宏观月报：疫情冲击下经济继续探底，感染峰值过后或迎来快速复苏_page12_图19历年中国进口出口金额环比走势一览.jpg	如果2021年11月的出口金额环比增长率为20%，那么进口金额环比增长率会如何变化？	增加	减少	保持不变	无法确定	D
hg	422	data/figure/hg/2023-05-19--中银证券-1-4月财政数据点评：企业弱盈利已在财政收入端有所体现_page4_图表12政府性基金预算支出当月规模.jpg	如果地方政府性基金支出在2022年6月没有出现显著增长，那么当月的支出金额可能会是多少？	低于10000亿元	在10000亿到15000亿元之间	超过15000亿元	无法确定	A
hg	423	data/figure/hg/2024-01-19--东吴证券-宏观点评：外资“回心转A”需要什么条件？_page6_图92023年各季度部分主要股市表现.jpg	如果2023年Q1标普500指数的涨幅为零，那么最有可能的原因是？	市场预期过于乐观导致回调	宏观经济数据平稳导致市场波动不大	政策面没有明显变化导致市场稳定	国际金融市场动荡导致市场波动	A
hg	424	data/figure/hg/2024-04-24--国金证券-流动性“新知”系列：债市的核心矛盾？_page8_图表224月中上旬部分国债发行情况.jpg	如果4月10日-7年的国债发行量显著减少，会对市场流动性产生什么影响？	市场流动性增强	市场流动性减弱	市场流动性不变	市场流动性可能增强	B
hg	425	data/figure/hg/2022-10-28--信达证券-深度报告：海外能源危机与中国下游制造业的机遇_page7_图9国内工业用电价格较低.jpg	如果2022年1月至8月的电价均值为0.62元/千瓦时，那么9月的电价突增至0.63元/千瓦时会对年度平均电价产生什么影响？	大幅增加	小幅增加	没有影响	小幅减少	B
hg	426	data/figure/hg/2023-08-16--中国银河-【总量之声】系列之一：从投资中寻找打开消费之门的钥匙_page33_图80全国保障性租赁住房投资额预测.jpg	假设2024年保障性租赁住房投资额突然大幅下降，这可能对2025年的投资额产生什么影响？	继续大幅下降	恢复到2023年的水平	略有回升	保持不变	C
hg	427	data/figure/hg/2024-07-01--格林期货-大类资产配置专题报告：从经济四周期配置大类资产7月篇-制造国争夺资源品_page10_九房地产继续发金牌收购存量商品房普及至县级市.jpg	如果2021年9月的房地产开发投资完成额显著高于其他月份，这可能是由于什么原因？	季节性因素影响	政策刺激效应	特殊事件推动	数据录入错误	B
hg	428	data/figure/hg/2024-01-21--中国银河-财政政策周报：Q1政府债降低是节奏问题还是结构调整？_page1_no_caption.jpg	如果四川省一季度计划发行金额显著增加到3000亿元，这会如何影响整体分布？	整体分布将更加集中	整体分布将更加分散	整体分布将更加对称	整体分布将更加偏斜	D
hg	429	data/figure/hg/2023-05-14--国海证券-日本人口达峰后产业及消费趋势的变化对我国的启示_page29_图表日本IT人才缺口加大金融贸易行业IT系统老化程度高.jpg	假设2018年日本各行业IT系统老化情况中，服务行业的已无老系统比例从40%下降到20%，那么服务行业的IT人才需求会如何变化？	大幅增加	小幅增加	小幅减少	大幅减少	A
hg	430	data/figure/hg/2023-05-15--华鑫证券-美国风险面面观：居民、企业、金融市场和主权信用_page39_图表61不同方向的REITs交易数也出现了持续的回落.jpg	如果2020年第一季度的REITs交易数与2019年第四季度相同，那么2020年的整体交易数会如何变化？	显著增加	显著减少	基本保持不变	先增后减	C
hg	431	data/figure/hg/2023-02-27--平安证券-海外宏观周报：美国PCE同比超预期反弹_page4_图表6近一周主要期限美债利率普涨.jpg	如果2月24日所有期限的美债收益率变化值都减少0.05%，那么哪个期限的变化值会低于0？	1m	2m	3m	6m	A
hg	432	data/figure/hg/2023-07-06--国金证券-大类资产周报第4期：“低库存”下的投资机遇？_page10_图表35当周美股行业全线上涨.jpg	如果所有行业的涨幅都减少0.5%，那么哪个行业的涨幅会低于0%？	通讯服务	日常消费	医疗保健	公用事业	A
hg	433	data/figure/hg/2023-01-20--中泰证券-12月中债登、上清所托管数据点评：广义基金继续减持_page3_图表3信用债主要券种托管量变化亿元.jpg	如果2021年10月的中票环比增长没有出现负值，那么中票的整体表现会如何变化？	更加稳定	更加波动	显著增加	显著减少	A
hg	434	data/figure/hg/2023-04-26--中国银河-2023年二季度宏观经济展望：始于足下_page8_图12美国CPI与核心CPI同比增速预测显示通胀上半年较快回落下半年展现粘性1.jpg	假设2023年4月的核心CPI同比增速预测值为5.0而不是实际的4.3，这将对下半年的通胀预期产生什么影响？	导致更高的通胀预期	对通胀预期没有显著影响	降低通胀预期	使通胀预期更加不确定	A
hg	435	data/figure/hg/2024-04-07--国金证券-清明特辑：假期大事记-3分钟看清清明全球要闻_page11_图表27多数热门城市进港航班量有所增加.jpg	如果北京的进港航班量在2024年清明首日比2019年增加了30%，那么实际增加的数量是多少？	100架次	200架次	300架次	400架次	C
hg	436	data/figure/hg/2023-05-15--平安证券-中国经济高频观察（5月第2周）：客货运修复放缓_page12_图表53本周A股主要股指涨跌幅.jpg	如果中小板指的周涨跌幅变为正数，那么整体市场的表现会如何？	更加积极	更加消极	没有变化	无法确定	A
hg	437	data/figure/hg/2024-05-22--国金证券-见微知著系列之七十六：工业品涨价的“复苏”逻辑_page9_图表26我国从缅甸进口锡矿量占总进口七成左右.jpg	假设中国锡矿进口依赖度在2023年显著上升，这可能是因为什么？	中国锡矿产量增加	中国锡矿进口渠道拓宽	中国锡矿需求激增	中国锡矿进口成本降低	C
hg	438	data/figure/hg/2023-06-14--平安证券-2023下半年宏观经济展望：产能周期下的嬗变_page50_circledcirc2023年14月新增社会融资规模分项表现.jpg	如果外币贷款在2023年1-4月的累计值变为正数，表内融资总额会如何变化？	增加	减少	不变	不确定	A
hg	439	data/figure/hg/2023-06-04--华金证券-华金宏观·双循环周报（第12期）：非理性预期的纠正与供给创造需求_page6_图8标普500及行业涨幅对比各行业均上涨其中材料健康护理工业涨幅最大.jpg	如果通讯服务行业的四周期涨幅变为负值，那么其对整体市场的影响会是什么？	显著降低市场信心	略微影响市场情绪	没有明显影响	提升市场乐观情绪	A
hg	440	data/figure/hg/2024-05-15--粤开证券-【粤开宏观】城投公司转型的可能方向与风险—城投转型系列之三_page9_图表2截至2022年底各业务类型城投公司公益性和准公益性业务收入占比均值.jpg	如果棚改/保障房建设的公益性和准公益性主营占比达到95%，会有什么结果？	棚改/保障房建设的主营收入将显著增加	其他业务类型可能受到影响	整体城投公司转型方向不会改变	政府财政压力将大幅减轻	B
hg	441	data/figure/hg/2023-05-14--国海证券-日本人口达峰后产业及消费趋势的变化对我国的启示_page57_图表国产替催化高端医疗器械进口下滑.jpg	如果2020年体外诊断试剂的进口数没有下降，而是与2019年持平，那么2020年的总进口数会如何变化？	增加	减少	不变	无法确定	A
hg	442	data/figure/hg/2023-12-17--中国银河-2024年中国经济展望：《变局·重构》_page49_图91直接税与间接税规模亿元及占比.jpg	假设2018年直接税和间接税的比例保持在2017年的水平，那么2018年的税收总收入会比实际值高还是低？	更高	更低	相同	无法确定	B
hg	443	data/figure/hg/2024-08-30--粤开证券-出口系列研究之二：【粤开宏观】如何看待产业外迁与企业出海？_page6_图表220152023年中国占全球出口比重下降的部分商品.jpg	假设中国在2001年没有出口任何皮革制品和手提箱包，这会对整体出口结构产生什么影响？	显著变化	轻微变化	无影响	无法确定	A
hg	444	data/figure/hg/2024-05-15--东海证券-降低金融市场收益率，引导更多资金进实体_page12_图2619802000美国股市IPO数量家.jpg	如果能源设备行业的IPO数量上升至与信息技术相当，这会对金融市场产生什么影响？	金融行业IPO数量会显著减少	可选消费行业IPO数量会显著减少	市场对能源设备的需求增加	信息技术行业IPO数量会显著减少	C
hg	445	data/figure/hg/2023-07-11--东吴证券-宏观深度报告：今年出口还有什么“顺风”可以依赖？_page6_图6中国持续替代东盟等地区对欧美日韩的进口需求.jpg	假设中东地区对中国的进口份额没有下降，而是增加了5个百分点，那么中国在中东地区的进口份额会达到多少？	接近10%	超过10%	低于5%	保持不变	A
