type	index	image	question	A	B	C	D	answer
sdt	28	data/figure/sdt/2024-06-17--有色金属-金徽股份-甘肃铅锌龙头，江洛整合值得期待_page11_图表24全球汽车耗锌量计算万辆万吨.jpg,data/figure/sdt/2024-09-17--中药-贵州三力-立足开喉剑，内生与外延双轮驱动_page12_图表20公司业绩拆分预测表.jpg,data/figure/sdt/2024-09-18--小金属-宝钛股份-钛材龙头引领行业发展，需求蓬勃驱动未来增长_page17_表8公司业务拆分百万元.jpg,data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page9_图表12齐鲁银行资产质量指标.jpg,data/figure/sdt/2024-08-09--电源设备-盛弘股份-充电桩板块较快增长，海外储能需求修复可期_page1_图表1半年度业绩摘要.jpg,data/figure/sdt/2024-06-14--玻璃玻纤-力诺特玻-中硼硅模制瓶转A落地，药用玻璃放量在即_page24_no_caption.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page61_图表中国大陆PC产能截至2023年底.jpg,data/figure/sdt/2024-06-10--中药-方盛制药-公司首次覆盖报告：聚焦创新中药主业，“338”大产品战略稳步推进_page25_表19基于关键假设预计公司各板块收入增速保持稳健.jpg,data/figure/sdt/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page8_表5未来五年尼龙管路市场空间预测.jpg,data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page11_图表16江苏银行各行业不良率情况.jpg	如果将2022年与2023年1H24的公司贷款（测算）不良率进行比较，下降了多少个百分点？	0.27%	0.28%	0.29%	0.30%	A
sdt	29	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg,data/figure/sdt/2024-02-19--光学光电子-维信诺-首次覆盖：OLED上行周期量价齐升；ViP技术助力降本增效_page5_图6OLED平板PC项目.jpg,data/figure/sdt/2024-02-23--光伏设备-中信博-中信博深度报告：光伏支架乘海风，业绩触底绽新荣_page23_表公司业务收入预测.jpg,data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page9_图表12大输液品种按包装分类.jpg,data/figure/sdt/2024-07-05--计算机设备-诺瓦星云-受益于MLED及超高清趋势，出海带来增长alpha_page10_表6公司2021年在前五大客户中的份额相较2020年提升单位万元.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page9_图表公司聚氨酯产品现有和在建产能分布截至2024年7月.jpg,data/figure/sdt/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page25_表10全球陶瓷前十大消费国销量及市占率情况.jpg,data/figure/sdt/2024-06-05--光伏设备-艾罗能源-公司深度报告：欧洲户储改善在即，工商储有望贡献新增量_page38_表公司主要财务指标.jpg,data/figure/sdt/2024-06-13--医疗器械-麦澜德-女性康复器械领跑者，健康与美战略初现_page9_no_caption.jpg,data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page11_no_caption.jpg	江苏银行2023年的不良净生成率（累计年化）与2024年1Q相比，同比变化了多少？	0.32%	-0.06%	0.03%	-0.28%	A
sdt	30	data/figure/sdt/2024-05-01--保险-新华保险-2024年一季报点评：价值增速跑赢上市同业，季度信息披露大幅丰富_page1_表1新华保险新准则业绩分析单位百万元.jpg,data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page16_表7致欧科技各渠道收入结构.jpg,data/figure/sdt/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page33_图表72可比公司估值.jpg,data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page21_图表44可比公司估值比较.jpg,data/figure/sdt/2024-06-18--橡胶制品-赛轮轮胎-液体黄金、巨胎提升竞争力，全球布局引领未来_page22_图表322023年最具价值轮胎品牌榜单.jpg,data/figure/sdt/2024-04-11--软件开发-思维列控-业绩稳步增长，有望持续受益于铁路设备更替_page1_表1公司分业务收入及毛利率预测.jpg,data/figure/sdt/2024-05-24--煤炭行业-电投能源-深度报告：煤电铝三大业务共成长，稳健性和弹性兼备_page29_图表可比公司盈利预测及估值.jpg,data/figure/sdt/2024-07-23--橡胶制品-利通科技-利通科技首次覆盖报告：深耕橡胶软管，石油管持续放量_page7_表3分业务预测百万元.jpg,data/figure/sdt/2024-06-13--电池-豪鹏科技-公司首次覆盖报告：消费电池平台型公司，大软包业务有望发力_page13_表10公司各业务营收拆分.jpg,data/figure/sdt/2024-08-22--银行-常熟银行-详解常熟银行2024年半年报：净利润同比+19.6%，业绩高增韧性强_page6_图表11常熟银行资产质量情况.jpg	根据图表，常熟银行2023年不良净生成率（累计年化）为0.92%，比2024年1H的1.26%低多少百分点？	0.34%	0.28%	0.32%	0.30%	A
sdt	31	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg,data/figure/sdt/2024-09-01--证券-华泰证券-2024年中报点评：资管业务表现亮眼，自营业务边际改善_page1_表1华泰证券盈利预测单位百万元.jpg,data/figure/sdt/2024-05-08--农牧饲渔-秋乐种业-玉米种优质企业，新品种助力业务稳增长_page13_表3玉米市场供过于求.jpg,data/figure/sdt/2024-03-18--通用设备-中集集团-全球集装箱龙头，集装箱需求回暖共振海工复苏_page18_表42021年PCTC船东全球格局.jpg,data/figure/sdt/2024-08-06--中药-昆药集团-原来中药企业可以创新，也可以国际化！六百年老字号昆药集团，华润入主，要干成银发健康第一股_page6_no_caption.jpg,data/figure/sdt/2024-08-12--医疗器械-健帆生物-产品恢复高增长，盈利能力改善_page1_表1分业务收入及毛利率.jpg,data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page23_图表59FCFF估值敏感性测试.jpg,data/figure/sdt/2024-05-17--电子元件-伊戈尔-受益于数据中心与配电网景气度，海外变压器快速拓展_page19_表10伊戈尔业务拆分.jpg,data/figure/sdt/2024-07-08--交运设备-时代电气-平台型电气解决方案提供商雄鹰展翅，交通与能源两翼齐飞_page39_轨道交通装备业务.jpg,data/figure/sdt/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page33_图表72可比公司估值.jpg	根据图表，永和股份在2023E的EPS预测值为多少？	0.41	0.64	0.66	1.1	C
sdt	32	data/figure/sdt/2024-07-15--医疗器械-英科医疗-手套防护领军企业，成本优势铸就价值_page8_图表13英科医疗在国内主要手套厂商中收入规模及毛利率领先.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page4_图表国内TDI供需平衡表.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page25_表192020年销量TOP30搭载LED前大灯的主要SUV车型.jpg,data/figure/sdt/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page25_表10全球陶瓷前十大消费国销量及市占率情况.jpg,data/figure/sdt/2024-05-14--酿酒行业-泸州老窖-向上势能不减，盈利持续提升_page3_表2可比公司估值.jpg,data/figure/sdt/2024-06-05--塑料制品-江苏博云-首次覆盖：专注于特定细分领域改性塑料企业，2024年销售团队有望增加_page1_表1公司业务拆分.jpg,data/figure/sdt/2024-06-04--通用设备-联德股份-深耕精密铸造，出海驱动高增长_page20_图表33业务分拆测算表.jpg,data/figure/sdt/2024-04-18--电网设备-中熔电气-国内电力熔断器龙头，海外+800V打开增长空间_page21_表10全球新能源汽车电力熔断器市场空间预测亿元.jpg,data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page25_表18一诺威CPU产品市场占有率为3461全国排名第一.jpg,data/figure/sdt/2024-03-25--化肥行业-藏格矿业-2023年年报点评：碳酸锂成本优势维持，公司维持高分红_page3_图4藏格矿业季度费用情况.jpg	2023年Q2的研发费用与Q1相比，增加了多少百万元？	0.48	0.58	0.68	0.78	A
sdt	33	data/figure/sdt/2024-08-16--光伏设备-帝尔激光-2024年中报点评：减值影响二季度利润，海外电池扩产带来机遇_page4_no_caption.jpg,data/figure/sdt/2024-08-02--航天航空-中无人机-大型固定翼长航时无人机系统领军企业，国内外业务双轮驱动_page7_表3可比公司PE预测Wind一致预期数据截止日期20240801.jpg,data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page8_no_caption.jpg,data/figure/sdt/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page9_表3公司主营业务整体毛利率分产品毛利率营收占比情况.jpg,data/figure/sdt/2024-04-11--软件开发-思维列控-业绩稳步增长，有望持续受益于铁路设备更替_page1_表1公司分业务收入及毛利率预测.jpg,data/figure/sdt/2024-09-22--航运港口-中远海能-全球油气航运龙头，油运上行凸显价值_page18_图表38中远海能估值模型核心假设.jpg,data/figure/sdt/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page5_图表8兴业银行单季新增存贷款规模和结构情况.jpg,data/figure/sdt/2024-03-04--专用设备-伟创电气-变频为基伺服为径，工控新锐海外拓展_page18_图32可比公司分地区毛利率情况.jpg,data/figure/sdt/2024-06-11--工程机械-大连重工-新增订单170亿，最坏的日子已经过去！大连重工：竞争依旧惨烈，营收稳步增长，ROE持续改善_page8_no_caption.jpg,data/figure/sdt/2024-08-06--中药-昆药集团-原来中药企业可以创新，也可以国际化！六百年老字号昆药集团，华润入主，要干成银发健康第一股_page3_数据来源市值风云.jpg	如果昆药集团2023年国外业务收入为1.2亿元，且毛利率为33.3%，那么其毛利润大约是多少？	0.4亿元	0.6亿元	0.8亿元	1.0亿元	A
sdt	34	data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page11_图表16江苏银行各行业不良率情况.jpg,data/figure/sdt/2024-03-03--汽车零部件-溯联股份-尼龙管路迎新机，核心件自制打开成长空间_page8_表5未来五年尼龙管路市场空间预测.jpg,data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page10_图表14齐鲁银行县域金融主要指标.jpg,data/figure/sdt/2024-08-04--半导体-海光信息-稀缺CPU+AI双料厂商，深算系列有望迎来质变突破_page21_图39海光DCU产品与国际领先厂商产品对比.jpg,data/figure/sdt/2024-06-02--化学原料-华鲁恒升-低成本为抓手无惧红海，煤化工龙头持续成长_page16_图表202023年国内煤制烯烃项目.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page25_表192020年销量TOP30搭载LED前大灯的主要SUV车型.jpg,data/figure/sdt/2024-07-15--医疗器械-英科医疗-手套防护领军企业，成本优势铸就价值_page8_图表13英科医疗在国内主要手套厂商中收入规模及毛利率领先.jpg,data/figure/sdt/2024-02-18--计算机设备-诺瓦星云-技术变革驱动需求，视频显控龙头前景可期_page11_表8诺瓦星云境内外销售毛利率.jpg,data/figure/sdt/2024-07-01--工程建设-四川路桥-当前时点，怎么看四川路桥的投资价值？_page17_表15公司分业务营收预测表.jpg,data/figure/sdt/2024-02-23--光伏设备-中信博-中信博深度报告：光伏支架乘海风，业绩触底绽新荣_page23_表公司业务收入预测.jpg	假设2024年BIPV的营业成本占营业收入的比例与2023年相同，那么2024年的毛利润为多少亿元？	0.51	0.61	0.71	0.81	A
sdt	35	data/figure/sdt/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page6_图表10兴业银行存款结构.jpg,data/figure/sdt/2024-09-17--中药-贵州三力-立足开喉剑，内生与外延双轮驱动_page12_图表20公司业绩拆分预测表.jpg,data/figure/sdt/2024-05-12--电源设备-科威尔-公司首次覆盖报告：测试电源龙头，多场景全维度拓宽产品应用领域_page14_表62025年国内新增新能源车产能有望带来充电桩测试电源135亿市场.jpg,data/figure/sdt/2024-09-18--小金属-宝钛股份-钛材龙头引领行业发展，需求蓬勃驱动未来增长_page17_表8公司业务拆分百万元.jpg,data/figure/sdt/2024-06-28--农牧饲渔-邦基科技-高端饲料领航者，有望充分受益后周期需求回暖_page29_图表53公司业绩拆分预测表.jpg,data/figure/sdt/2024-06-18--橡胶制品-赛轮轮胎-液体黄金、巨胎提升竞争力，全球布局引领未来_page12_图表17美双反仲裁后各公司税率对比.jpg,data/figure/sdt/2024-06-17--纺织服装-华利集团-剖析四大制鞋龙头，理解华利价值和优势_page18_图表29海外运动品牌库存情况.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page63_图表预计国内PC行业开工率有望回升.jpg,data/figure/sdt/2024-05-10--食品饮料-洽洽食品-坚果势能较好，成本改善可期_page2_表1公司业务拆分.jpg,data/figure/sdt/2024-06-17--有色金属-金徽股份-甘肃铅锌龙头，江洛整合值得期待_page7_图表11江洛矿区铅锌矿规划方案设计利用资源量汇总表.jpg	根据图表，向阳山矿区的铅金属量与杨家山矿区的铅金属量之比是多少？	0.53	0.64	0.78	0.92	B
sdt	36	data/figure/sdt/2024-09-24--交运设备-春风动力-中国全地形车及中大排摩托车龙头，出海、高端化引领新成长_page16_表6春风动力过往四轮全地形车的产品矩阵梳理.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page48_表322023年分车系代表性车型车灯配置情况DLP车灯.jpg,data/figure/sdt/2024-04-15--中药-马应龙-百年肛肠品牌开拓边界，结构优化未来可期_page5_表1分业务收入及毛利率.jpg,data/figure/sdt/2024-07-12--电池-德瑞锂电-锂一次电池先行者，扩产顺应市场高需求_page12_表2公司锂锰电池锂铁电池系列产品技术水平和行业标准对比.jpg,data/figure/sdt/2024-07-30--美容护理-百亚股份-公司深度研究：立足大单品策略，电商渠道加速弯道超车_page25_图622017年与2023年女性卫生用品成人失禁用品与婴儿卫生用品CR10品牌及市占率.jpg,data/figure/sdt/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page7_图表12兴业银行资产质量.jpg,data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page25_表7尿素农需周期表.jpg,data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page25_表15可比公司PE2024E均值为17X.jpg,data/figure/sdt/2024-09-18--小金属-宝钛股份-钛材龙头引领行业发展，需求蓬勃驱动未来增长_page17_表8公司业务拆分百万元.jpg,data/figure/sdt/2024-04-15--中药-马应龙-百年肛肠品牌开拓边界，结构优化未来可期_page5_表1分业务收入及毛利率.jpg	假设2023年医疗服务的毛利率为13.7%，2024年预计增长至13.5%，请问2024年医疗服务的毛利润是多少？	0.53亿元	0.56亿元	0.58亿元	0.60亿元	A
sdt	37	data/figure/sdt/2024-06-30--文化传媒-万达电影-深度报告：重整旗鼓，三大战略蓄势待发_page44_图表各公司储备的重要片单截至2024年6月26日.jpg,data/figure/sdt/2024-06-19--专用设备-科达制造-领先掘金非洲建材蓝海，陶机主业仍具成长空间_page9_表3公司主营业务整体毛利率分产品毛利率营收占比情况.jpg,data/figure/sdt/2024-05-23--化学制品-巨化股份-氟化工一体化龙头，HFCs配额全国第一_page24_图表512024年各大头部企业获主流三代制冷剂配额情况万吨.jpg,data/figure/sdt/2024-02-27--消费电子-飞荣达-深度报告：华为散热核心供应商，“服务器+AI终端”多重驱动_page30_表可比公司估值表2024223.jpg,data/figure/sdt/2024-03-19--仪器仪表-容知日新-智能运维百亿蓝海，行业龙头领跑掘金_page46_图表75公司盈利预测.jpg,data/figure/sdt/2024-06-18--风电设备-盘古智能-量产元年将至，国产风电液压变桨龙头蓄势待飞_page33_图表56盘古智能盈利预测.jpg,data/figure/sdt/2024-05-13--光伏设备-福莱特-玻璃龙头，盈利上行_page13_表5各省听证会产能公示情况.jpg,data/figure/sdt/2024-08-04--半导体-海光信息-稀缺CPU+AI双料厂商，深算系列有望迎来质变突破_page16_图33海光7285与Intel同期铂金系列产品性能对比.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page47_表312023年分车系代表性车型车灯配置情况ADB车灯.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page11_图表万华化学精细化学品及新材料主要产品产能截至2024年7月.jpg	PMMA产业链中，MMA的现有产能与PMMA的现有产能之比是多少？	0.61	0.5	0.67	0.55	A
sdt	38	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page3_图表国内MDI供需平衡表.jpg,data/figure/sdt/2024-05-19--电网设备-长缆科技-电缆附件隐形冠军，收购外延布局变压器绝缘油_page11_no_caption.jpg,data/figure/sdt/2024-03-06--酿酒行业-迎驾贡酒-核心产品高增延续，结构升级继续可期_page3_表2可比公司估值.jpg,data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page13_no_caption.jpg,data/figure/sdt/2024-06-13--医疗器械-麦澜德-女性康复器械领跑者，健康与美战略初现_page8_图表12主要控股参股公司.jpg,data/figure/sdt/2024-03-04--保险-新华保险-公司公告点评：新华1月保费点评：1月保费下滑或主要受银保业务影响_page1_表1上市保险公司估值及盈利预测.jpg,data/figure/sdt/2024-03-13--医药商业-九州通-医药流通领域民营龙头，创新战略落地有望迎来估值重塑_page27_图表43公司估值与同类公司相比具备性价比.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page54_表3920222025E全球及国内内饰氛围灯市场空间测算.jpg,data/figure/sdt/2024-02-23--光伏设备-中信博-中信博深度报告：光伏支架乘海风，业绩触底绽新荣_page14_图全球主要市场跟踪支架出货量预测GW.jpg,data/figure/sdt/2024-07-26--汽车零部件-继峰股份-首次覆盖深度报告：多元业态协同发展，内饰专家开启全球新征程_page20_表7盈利预测百万元.jpg	2021年中控及其他内饰件的营业收入比2020年增长了多少百分比？	-0.61%	15.05%	20.02%	10%	A
sdt	39	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg,data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page6_表2按照细分产品来看CPUTPU聚醚组合聚醚产品为公司收入主要来源.jpg,data/figure/sdt/2024-07-03--消费电子-立讯精密-果链龙头，AI助力再腾飞_page25_图表66公司收入拆分.jpg,data/figure/sdt/2024-08-04--半导体-海光信息-稀缺CPU+AI双料厂商，深算系列有望迎来质变突破_page21_图39海光DCU产品与国际领先厂商产品对比.jpg,data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page11_图表万华化学精细化学品及新材料主要产品产能截至2024年7月.jpg,data/figure/sdt/2024-06-11--工程机械-大连重工-新增订单170亿，最坏的日子已经过去！大连重工：竞争依旧惨烈，营收稳步增长，ROE持续改善_page8_no_caption.jpg,data/figure/sdt/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page33_图表72可比公司估值.jpg,data/figure/sdt/2024-07-29--农药兽药-扬农化工-公司深度报告：静待农药景气度提升，多项目推进巩固龙头地位_page31_图表65公司盈利预测.jpg,data/figure/sdt/2024-05-22--光伏设备-阳光电源-光储双轮驱动，龙头昂扬奋发_page28_图表67公司收入与毛利预测.jpg,data/figure/sdt/2024-05-12--电源设备-科威尔-公司首次覆盖报告：测试电源龙头，多场景全维度拓宽产品应用领域_page14_表52025年国内新增新能源车产能有望带来车载电源测试电源065亿市场.jpg	假设国内厂商占全球新能源汽车市场份额保持不变，2025年国内新增车载电源产能带来的全国测试电源市场容量为多少亿元？	0.64	0.60	0.63	0.65	A
sdt	40	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page30_图表2023年国内聚氨酯市场规模估算.jpg,data/figure/sdt/2024-09-16--半导体-东微半导-下游需求逐步改善，2Q24营收环比增长42%_page2_图91Q212Q24功率产品交期情况.jpg,data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page13_no_caption.jpg,data/figure/sdt/2024-05-15--银行-常熟银行-详解常熟银行2024年一季报：息差环比回升，营收、业绩保持高增速_page4_图表10常熟银行资产质量情况.jpg,data/figure/sdt/2024-03-31--有色金属-中国铝业-铝产业链一体布局，深耕主业迈向全球_page13_图表24中国铝业铝土矿布局.jpg,data/figure/sdt/2024-03-19--仪器仪表-容知日新-智能运维百亿蓝海，行业龙头领跑掘金_page46_图表75公司盈利预测.jpg,data/figure/sdt/2024-06-18--中药-方盛制药-成长中的创新中药小巨头，新老产品放量在即_page20_图表49方盛制药主营业务收入拆分单位百万.jpg,data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page64_表44星宇股份车灯市占率测算按照车灯销量口径.jpg,data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page15_图表中国移动5G小基站集采中标结果.jpg,data/figure/sdt/2024-06-07--生物制品-博雅生物-聚焦血液制品主业，新浆站、新产品打开成长空间_page22_表7公司获批浆站及采浆量情况.jpg	根据表格数据，2023年与2022年相比，单站平均采浆量增加了多少吨？	0.6吨	0.4吨	0.8吨	0.2吨	A
