fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融策略优化	sdt	131545	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page20_图表31川宁生物2023年限制性股权激励计划.jpg					如果2022年净利润为100万元，那么2023年净利润至少达到多少才能满足目标值？	120万元	130万元	140万元	150万元	B;C
金融策略优化	sdt	131546	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page27_图表45川宁生物生物发酵领域技术优势.jpg					在生物发酵技术平台中，工艺优化技术和无菌生产技术的主要优势分别是什么？	提高发酵水平和降低染菌率	提高摇瓶反应器固液混合和气液混合	通过设备改进，降低染菌率	能优化工艺参数，提高发酵水平；工艺稳定	A;D
金融策略优化	sdt	131549	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page9_图表12大输液品种按包装分类.jpg					根据图表，哪种包装形式在化学稳定性、抗冲击和透明度方面表现最好？	玻璃瓶	塑瓶	软袋	直立式软袋	B;C
金融策略优化	sdt	131572	data/figure/sdt/2024-07-30--美容护理-百亚股份-公司深度研究：立足大单品策略，电商渠道加速弯道超车_page25_图622017年与2023年女性卫生用品成人失禁用品与婴儿卫生用品CR10品牌及市占率.jpg					在成人失禁用品市场中，2023年与2017年相比，哪些品牌市场份额增长超过1%？	可靠	安而康	维达	得伴	A;B
金融策略优化	sdt	131575	data/figure/sdt/2024-07-29--包装材料-英联股份-深度报告：传统主业稳建，复合箔材打造新增长极_page29_三元电芯和电池系统中复合箔材对能量密度的影响.jpg					根据方案1和方案4，电芯能量密度提高幅度最大的是哪个方案？	方案1	方案2	方案3	方案4	D
金融策略优化	sdt	131578	data/figure/sdt/2024-07-24--物流行业-东航物流-电商出海东风助力，航空物流龙头起飞_page13_图表3120242026年中国北美欧洲客机腹舱运力供给预测.jpg					预计2024年中欧航线恢复比例将比2019年增长多少百分点？	85%	100%	120%	150%	A;C
金融策略优化	sdt	131593	data/figure/sdt/2024-07-08--航运港口-国航远洋-北交所首次覆盖报告：国内干散货航运主要企业之一，“10+10”造船计划快速提升运力_page16_图18相较低硫MGO及LNG燃料甲醇燃料具有成本优势.jpg					根据图表，当硫排放控制区航行时间占比为50%时，哪种燃料的总燃料费用最低？	MGO燃料	甲醇燃料	LNG燃料	无法确定	B;C
金融策略优化	sdt	131594	data/figure/sdt/2024-07-08--航运港口-国航远洋-北交所首次覆盖报告：国内干散货航运主要企业之一，“10+10”造船计划快速提升运力_page16_图19对于长期在排放控制区内航行的船舶甲醇燃料的投资回收期更短.jpg					当甲醇燃料价格为360美元/吨时，甲醇占MGO价格百分比为40%，此时的甲醇投资回报年限与MGO比较是多少？	3.01	4.01	5.01	6.01	B;C
金融策略优化	sdt	131608	data/figure/sdt/2024-06-30--文化传媒-万达电影-深度报告：重整旗鼓，三大战略蓄势待发_page44_图表各公司储备的重要片单截至2024年6月26日.jpg					以下哪些电影预计在2025年上映且属于科幻类型？	三体	封神2	以父亲之名	水饺皇后	A;B
金融策略优化	lc	160044	data/figure/lc/2024-07-30--天风证券-海外与大类周报：美股小盘风格能否延续强势_page5_图14港股风险控制策略尚未发出看多信号.jpg					在2023年12月至2024年3月期间，风险控制策略与恒生指数相比，哪个表现更好？	风险控制策略	恒生指数	两者表现相同	无法确定	A
金融策略优化	sdt	310001	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page54_表19国内CellModule制程激光设备每年的市场空间在25亿元左右.jpg	data/markdown/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page54_表19国内CellModule制程激光设备每年的市场空间在25亿元左右.md				2025年预计国内Module制程激光设备市场空间占整体激光设备市场的比重是多少？	0.05	0.1	0.15	0.2	A
金融策略优化	sdt	310019	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page23_表13TSN网络总线在接口通信速率通信方式等方面优于FC网络总线.jpg	data/markdown/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page23_表13TSN网络总线在接口通信速率通信方式等方面优于FC网络总线.md				在丢包特性方面，TSN网络总线与FC网络总线相比，哪个具有更好的误码率指标？	TSN网络总线	FC网络总线	两者相同	无法确定	C
金融策略优化	sdt	310053	data/figure/sdt/2024-06-25--中药-白云山-公司深度报告：华南医药消费龙头稳健增长，盈利能力持续优化_page15_表1大健康板块同行企业估值对比.jpg	data/markdown/2024-06-25--中药-白云山-公司深度报告：华南医药消费龙头稳健增长，盈利能力持续优化_page15_表1大健康板块同行企业估值对比.md				如果以2023年的市盈率（PE）为基准，哪家公司相对于可比公司平均PE的折价幅度最大？	承德露露	养元饮品	伊利股份	李子园	A
金融策略优化	sdt	310055	data/figure/sdt/2024-06-24--中药-葵花药业-品牌构筑核心壁垒，“六五”规划开启百亿目标_page15_表52021年妇科消炎药TOP20格局城市实体药店中成药.jpg	data/markdown/2024-06-24--中药-葵花药业-品牌构筑核心壁垒，“六五”规划开启百亿目标_page15_表52021年妇科消炎药TOP20格局城市实体药店中成药.md				假设某公司计划在2022年推出一款新的妇科消炎药，目标是进入TOP20榜单，其销售额至少需要达到多少万元才能实现这一目标？	2350	2700	3291	3638	B
金融策略优化	sdt	310099	data/figure/sdt/2024-05-12--电源设备-科威尔-公司首次覆盖报告：测试电源龙头，多场景全维度拓宽产品应用领域_page14_表62025年国内新增新能源车产能有望带来充电桩测试电源135亿市场.jpg	data/markdown/2024-05-12--电源设备-科威尔-公司首次覆盖报告：测试电源龙头，多场景全维度拓宽产品应用领域_page14_表62025年国内新增新能源车产能有望带来充电桩测试电源135亿市场.md				如果2025年全球充电桩需求增量为195.3万台，单台充电桩需求新增对测试电源产品需求额为98.2元/台，那么全球测试电源市场容量将达到多少亿元？	1.69	1.92	1.82	1.65	B
金融策略优化	sdt	310106	data/figure/sdt/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page14_表5中国出口至欧洲美国市场份额变化出口金额前20品类.jpg	data/markdown/2024-04-15--家用轻工-致欧科技-高效供应链造就性价比，“线上宜家”出海正当时_page14_表5中国出口至欧洲美国市场份额变化出口金额前20品类.md				根据图表，美国市场中哪类产品在2017-2022年份额变化最大？	杂项制品（含各类小商品）	玩具、游戏品、运动用品	跨境电商 B2B 简化申报产品	贱金属工具及零件	A
金融策略优化	sdt	310135	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page48_表322023年分车系代表性车型车灯配置情况DLP车灯.jpg	data/markdown/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page48_表322023年分车系代表性车型车灯配置情况DLP车灯.md				在所有车型中，哪款车的车身形式为SUV且价格区间最低？	问界M9	北京奔驰C级L	华仁运通HiPhi Z	长城汽车WEY VV6	D
金融策略优化	sdt	310139	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page54_表3920222025E全球及国内内饰氛围灯市场空间测算.jpg	data/markdown/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page54_表3920222025E全球及国内内饰氛围灯市场空间测算.md				2024年国内低端车型内饰氛围灯销量预计比2023年增长多少万套？	80万套	90万套	100万套	110万套	A
金融策略优化	sdt	310143	data/figure/sdt/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page53_表20NMP新增产能梳理.jpg	data/markdown/2024-02-20--化学原料-华鲁恒升-低成本筑壁垒，双基地促成长_page53_表20NMP新增产能梳理.md				2024年预计新增合成产能与回收产能之和最大的企业是哪家？	华鲁恒升	中润化学	晟捷新能源	晶瑞电材	C
金融策略优化	3.3	330081	data/figure/33/2024-09-02--食品饮料-良品铺子-经营调整期，降价导致利润端承压_page1_表1分业务收入及毛利率.jpg,data/figure/33/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page61_图表中国大陆PC产能截至2023年底.jpg,data/figure/33/2024-08-06--中药-昆药集团-原来中药企业可以创新，也可以国际化！六百年老字号昆药集团，华润入主，要干成银发健康第一股_page6_no_caption.jpg,data/figure/33/2024-07-09--医疗器械-微电生理-电生理领域国产龙头，高端产品迎来放量期_page22_图表42北京DRG集采部分电生理产品谈判降幅及获量比例情况.jpg,data/figure/33/2024-06-23--银行-常熟银行-深度报告：ROE向上前景可期_page3_图3六家高ROE银行2023年ROE杜邦分解.jpg,data/figure/33/2024-06-12--电力行业-中国核电-核电回暖奠定成长基调，风光步入发展快车道_page15_图表26公司在运核电项目电量电价情况.jpg,data/figure/33/2024-05-22--光伏设备-阳光电源-光储双轮驱动，龙头昂扬奋发_page28_图表67公司收入与毛利预测.jpg,data/figure/33/2024-09-24--交运设备-春风动力-中国全地形车及中大排摩托车龙头，出海、高端化引领新成长_page18_表8春风动力和北极星在单排量车型挖掘的对比.jpg		"在2024年的财务报告中，春风动力和北极星两家公司在全地形车及中大排摩托车市场上的表现引人注目。从财务指标来看，两家公司均展现了强劲的增长势头，尤其是在营收、利润、ROE、ROIC等关键指标上。春风动力通过推出多款高性能车型，如2025 CFORCE 1000 TOURING和2025 UFORCE 1000，成功吸引了大量消费者，推动了销售额的显著增长。同时，公司采取了一系列成本控制措施，优化了供应链管理，降低了生产成本，从而提高了利润率。此外，春风动力还积极拓展海外市场，特别是在东南亚和欧洲地区取得了显著进展，进一步扩大了市场份额。

北极星则通过并购和战略合作，增强了其产品线的竞争力。例如，公司收购了一家专注于高端SSV（侧边驾驶车辆）制造的企业，推出了RZR XP 1000 Sport等高性价比车型，迅速占领了市场。这些战略举措不仅提升了公司的品牌影响力，还为其带来了可观的收入增长。然而，由于市场竞争加剧，北极星在某些季度的利润受到了一定影响，但总体而言，公司的财务状况依然稳健。

宏观经济环境对两家公司的影响不容忽视。全球经济形势的不确定性导致市场需求波动，政策变化也对行业产生了重要影响。例如，政府对环保标准的提高促使企业加大研发投入，以开发更环保的产品。此外，原材料价格的波动也增加了企业的成本压力。面对这些挑战，春风动力和北极星都采取了相应的应对策略，如加强技术创新、优化产品结构等，以保持竞争优势。

从股东回报与估值角度来看，两家公司的P/E比率相对较高，表明市场对其未来增长潜力持乐观态度。尽管如此，考虑到当前的经济环境和行业竞争态势，投资者仍需谨慎评估公司的估值水平。未来股价的增长潜力将取决于公司能否持续创新并有效应对市场变化。

风险因素方面，市场竞争激烈、价格波动以及政策变化等因素可能对公司财务预期产生不利影响。为此，春风动力和北极星都在积极调整策略，如加强品牌建设、拓展多元化市场等，以降低潜在风险。

短期与长期财务趋势显示，两家公司在接下来的几个季度可能会面临一定的波动，尤其是在新产品推出初期和市场适应阶段。为了应对这些变化，公司需要灵活调整经营策略，确保业务稳定增长。"			根据春风动力的图片信息，春风动力的2025 CFORCE 1000 TOURING和北极星的Sportsman XP 1000 Ultimate相比，哪个车型的马力更大？	春风动力的2025 CFORCE 1000 TOURING	北极星的Sportsman XP 1000 Ultimate	两者相同	无法确定	B
金融策略优化	3.3	330083	data/figure/33/2024-08-26--酿酒行业-珠江啤酒-量价齐升趋势延续，1H24实现高质量增长_page1_图表1珠江啤酒2024年半年报业绩.jpg,data/figure/33/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page6_no_caption.jpg,data/figure/33/2024-08-04--半导体-海光信息-稀缺CPU+AI双料厂商，深算系列有望迎来质变突破_page21_图39海光DCU产品与国际领先厂商产品对比.jpg,data/figure/33/2024-07-08--航运港口-国航远洋-北交所首次覆盖报告：国内干散货航运主要企业之一，“10+10”造船计划快速提升运力_page16_图19对于长期在排放控制区内航行的船舶甲醇燃料的投资回收期更短.jpg,data/figure/33/2024-06-21--工程建设-中国化学-工程合同金额稳步增长，实业新材料投产在即_page0_图表12024年15月累计新签合同金额统计表.jpg,data/figure/33/2024-06-11--化学原料-雪天盐业-强“钠”战略，双轮驱动的持续深化_page20_图表33公司业绩拆分预测表.jpg,data/figure/33/2024-05-21--软件开发-并行科技-超算云服务龙头，迎行业春风_page22_表5公司盈利预测.jpg,data/figure/33/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page14_表1HJT相较其他技术路线效率更高工艺更简单.jpg		"在2024年的光伏设备行业中，迈为股份凭借其在HJT整线设备领域的龙头地位，在行业大规模扩产的背景下交出了令人瞩目的财务答卷。公司在营收、利润、ROE（净资产收益率）、ROIC（投入资本回报率）等关键财务指标上均表现出强劲的增长势头，这一系列的增长不仅来自行业整体向上的发展红利，更是公司自身战略布局和管理优化的直接成果。

从财务表现来看，迈为股份采取了一系列行之有效的策略来提升盈利能力。首先，在**成本控制**方面，公司通过优化生产流程、提升设备利用率、加强供应链管理等手段，降低了生产成本，使得整体利润率得以提升。在行业竞争日益激烈、光伏设备价格战频发的背景下，能够有效控制成本成为衡量企业竞争力的重要指标。迈为股份不仅通过技术改进降低了单台设备的生产成本，同时还优化了采购体系，确保原材料成本的稳定性，以避免供应链价格波动带来的风险。此外，公司积极推动自动化和智能化生产，提升生产效率，从而在不增加大量人力成本的情况下，实现了单位产能的显著提升。

其次，在**市场扩展**方面，迈为股份不仅稳固了国内市场的领先地位，还将业务拓展至国际市场，增强了全球竞争力。近年来，全球对清洁能源的需求日益增长，光伏产业在多个国家和地区迎来了政策支持和市场需求的双重推动。迈为股份在这一趋势下，积极开拓海外市场，凭借技术领先优势和高效产品，成功进入多个国家的光伏设备供应链。特别是在欧洲和东南亚市场，公司凭借先进的HJT整线设备赢得了订单增长，同时积极布局本地化服务体系，进一步提升了国际市场份额。

除了内生性增长，公司还通过**并购和战略合作**等方式，进一步增强行业竞争力和市场话语权。通过并购具备核心技术的企业，公司不仅补足了自身在某些领域的技术短板，还通过整合供应链，提高了产品协同效应。与此同时，公司也在与国内外主要光伏组件企业建立长期合作关系，以确保订单的稳定性，并提升整体市场竞争力。这些举措使得迈为股份在竞争激烈的市场环境下依然能够保持稳健增长。

然而，尽管公司在多方面表现优异，外部环境的不确定性仍然是一个不可忽视的挑战。**宏观经济形势的波动、政策变化以及市场竞争的加剧**，都可能对公司的财务表现产生影响。特别是在全球经济复苏不稳定的情况下，部分市场需求可能会出现波动，从而影响公司的订单增长和营收表现。此外，政府的新能源补贴政策调整，也可能对光伏设备行业的整体需求产生一定的扰动。面对这些挑战，公司采取了一系列应对策略，包括**加大研发投入、优化产品结构、加强供应链管理等**，以增强自身的抗风险能力。迈为股份深知，光伏行业技术迭代迅速，唯有保持技术领先，才能确保长期竞争力。因此，公司不断增加研发投入，专注于提升HJT设备的效率和成本控制能力，以保持产品的市场竞争力。

在**股东回报与估值**方面，公司的P/E（市盈率）、P/B（市净率）等估值指标显示出一定的吸引力。尽管股价已经部分反映了市场对于公司未来增长的预期，但考虑到行业的发展潜力和迈为股份的领先地位，股价仍然具备进一步增长的空间。随着HJT技术逐步成熟、渗透率持续提升，公司所处的市场需求有望迎来进一步的增长。不过，股价的高低估问题仍然需要结合市场整体趋势、行业周期以及公司自身的财务数据进行综合评估。

从**风险因素**来看，市场竞争加剧和产品价格波动仍然是公司面临的主要风险。光伏设备行业的特点是技术进步速度快，同时企业之间的竞争压力较大，尤其是在HJT等高效技术逐步普及的过程中，市场可能会出现短期价格战，这对企业的盈利能力提出了更高的要求。迈为股份为了应对这一风险，一方面依靠技术创新和产品升级来保持竞争优势，确保自身产品在市场上具有较强的溢价能力；另一方面，公司正在积极推进多元化经营，通过拓展不同市场、增加产品线等方式，降低单一市场或单一产品对财务表现的影响。

**短期来看**，市场需求的不确定性可能导致某些季度或年度的财务表现出现波动。例如，随着行业周期的变化，光伏设备的需求可能受到政策调整、市场供需关系等因素的影响，使得业绩增长可能存在起伏。但**长期来看**，迈为股份的竞争力依然稳固。随着全球光伏装机量的增长、HJT技术的成熟以及产业链的进一步完善，公司有望持续提升市场份额，并在行业整体增长的趋势中受益。

总的来说，迈为股份在2024年的财务表现充分展现了其在HJT整线设备领域的龙头地位。公司通过优化成本、扩展市场、并购整合等手段，实现了营收、利润等核心指标的稳步增长。尽管行业竞争加剧和市场不确定性仍然存在，但凭借强大的技术创新能力和市场布局，公司有望在未来继续保持稳健增长，并为股东带来可观的长期回报。在光伏行业持续发展的背景下，迈为股份的成长故事仍然在继续，未来的市场空间依然值得期待。"			根据迈为股份的图片信息，根据表格数据，假设PERC技术的银浆耗量为150μm，TOPCon技术的银浆耗量为130μm，如果某公司计划生产100万片太阳能电池，使用TOPCon技术可以节省多少银浆？	20000μm	200000μm	2000000μm	20000000μm	B
金融策略优化	L3Q3_4	340013	data/figure/L3Q3_4/图片20.jpg			甲公司是乙集团的全资子公司，专门从事电子元器件生产制造和销售。乙集团根据战略安排，拟于 2022 年末在甲公司建设一条新产品生产线，但甲公司对此持有异议。为此，乙集团开展专项研究以厘清问题症结所在。相关资料如下：资料一：甲公司考核指标及其目标值。乙集团采用税后经营净利润和净经营资产净利率两个关键绩效指标，对子公司进行业绩考核，实施指标逐年递增且“一票否决”的考评制度，即任何一项未满足要求，该子公司考核结果就为不合格。乙集团对甲公司 2022 年和 2023 年设定的考核目标如图。注：财务指标涉及平均值的，均以年末余额代替全年平均水平。资料二：甲公司 2022 年相关财务数据。甲公司管理用财务报表中列示，2022 年末净经营资产8000 万元，净负债 4000 万元，2022 年税前经营利润 3400 万元。资料三：项目投资相关信息。新产品生产线可在 2022 年末投产，无建设期，经营期限 5 年。初始投资额 3000 万元，全部形成固定资产；根据税法相关规定，按直线法计提折旧，折旧年限 5 年，净残值率 10%；5 年后变现价值预计200 万元。投产 2 年后须进行大修，2024 年末支付大修费用 200 万元。大修支出可在所得税前列支。会计处理与税法一致。新生产线年销售收入 2800 万元，经营期付现成本前两年为每年 1600 万元，后三年可降至每年1400万元。2022 年末需一次性投入营运资本 400 万元，经营期满全部收回。假设各年营业现金流量均发生在当年年末。新项目投产不影响甲公司原项目的正常运营，原项目创造的税前经营利润在未来 5 年保持 2022 年水平不变。资料四：项目融资相关信息。甲公司目前资本结构为目标资本结构，乙集团继续按该资本结构进行项目融资（净经营资产/净负债＝2/1），预计债务税后资本成本保持 5.6%不变。为确定项目股权资本成本，乙集团将处于同行业的丙上市公司作为项目可比公司。2022 年末，丙公司净经营资产 50000 万元，股东权益 30000 万元；股权资本成本为 11%，β系数为 2.1。市场风险溢价为 4%。企业所得税税率为 25%。	3.0	计算甲公司新项目权益资本成本。					0.09
金融策略优化	L3Q3_4	340014	data/figure/L3Q3_4/图片21.jpg			甲公司目前生产 A、B 两种产品，需要使用同一台机器设备，该设备每月提供的最大加工时间 10 000 分钟，固定制造费用总额 140 000 元。相关资料如图。2021 年 8 月末，甲公司预计未来每月正常市场需求可达 A 产品 900 件、B 产品 350 件。	1.0	为最优利用该机器设备获得最大利润,公司每月应生产 A产品多少件？					580
金融策略优化	L3Q3_4	340015	data/figure/L3Q3_4/图片22.jpg			甲上市公司是一家电气设备制造企业，目前正处在高速增长期。为判断公司股票是否被低估，正进行价值评估。相关资料如下：(1)甲公司 2021 年末行在外普通股 5 亿股，每股市价 100 元，没有优先股。未来不打算增发和回购股票。2021 年相关报表项目如图。货币资金全部为经营活动所需，其他应收款、其他应付款均为经营活动产生，财务费用均为利息费用，2021 年没有资本化利息支出。企业所得税税率 25%。(2)甲公司预测 2022 年、2023 年营业收增长率 20%，2024 年及以后保持 6%的永续增长；税后经营净利率、净经营资产周转次数、净财务杠杆和净负债利息率一直维持 2021 年水平不变。(3)甲公司普通股资本成本 12%。(4)可比公司乙公司 2021 年每股收益 1 元，2021 年末每股市价 15 元。为简化计算，财务指标涉及平均值的，均以年末余额替代全年平均水平。	2.0	用市盈率模型估算 2021 年末甲公司股权价值。					90
金融策略优化	L3Q3_4	340015	data/figure/L3Q3_4/图片22.jpg			甲上市公司是一家电气设备制造企业，目前正处在高速增长期。为判断公司股票是否被低估，正进行价值评估。相关资料如下：(1)甲公司 2021 年末行在外普通股 5 亿股，每股市价 100 元，没有优先股。未来不打算增发和回购股票。2021 年相关报表项目如图。货币资金全部为经营活动所需，其他应收款、其他应付款均为经营活动产生，财务费用均为利息费用，2021 年没有资本化利息支出。企业所得税税率 25%。(2)甲公司预测 2022 年、2023 年营业收增长率 20%，2024 年及以后保持 6%的永续增长；税后经营净利率、净经营资产周转次数、净财务杠杆和净负债利息率一直维持 2021 年水平不变。(3)甲公司普通股资本成本 12%。(4)可比公司乙公司 2021 年每股收益 1 元，2021 年末每股市价 15 元。为简化计算，财务指标涉及平均值的，均以年末余额替代全年平均水平。	3.0	用股权现金流量折现模型估算 2021 年末甲公司每股股权价值。					105.25
金融策略优化	L3Q3_4	340016	data/figure/L3Q3_4/图片23.jpg			甲公司拟承包乙集团投资开发的主题公园中的游乐场，承包期限 5 年，承包时一次性支付经营权使用费 25000 万元，按承包年限平均分摊；承包期内每年上交 5000 万元承包费，并且每年按其年收入的 10%向乙集团支付管理费。甲公司目前正在进行 2021 年盈亏平衡分析。相关资料如下：（1）游乐场售卖两种门票，均当时当次有效。票价如图：（2）2021 年预计门票售卖情况：游乐场门票 500 万张，联票 400 万张，假设各类已售门票中，普通票和优惠票的比例均为 40%:60%。（3）联票收入甲、乙分享，各占 50%。（4）物业费为固定费用，2021 年甲公司支付游乐场物业费 10286 万元。（5）假设不考虑企业所得税。	5.0	如果甲公司计划 2021 年实现营业利润 10000 万元，拟将游乐场普通票提价至 70 元，其他票价不变，联票销售预计增长 50%。假设其他条件不变，计算至少需要售卖多少万张游乐场门票才能实现目标利润。					3663300
金融策略优化	L3Q3_4	340017	data/figure/L3Q3_4/图片24.jpg,data/figure/L3Q3_4/图片25.jpg			甲公司是一家制造业上市公司。目前公司股票每股 45 元，预计股份未来增长率 8%；长期借款合同中保护性条款约定甲公司长期资本负债率不可高于 50%、利息保障倍数不可低于 5 倍。为占领市场并优化资本结构,公司拟于 2019 未发行附认股权证债券筹资 20000万元。为确定筹资方案是否可行，收集资料如图：资料一：甲公司 2019年预计财务报表主要数据如图1。甲公司 2019 年财务费用均为利息费用,资本化利息 200 万元。资料二:筹资方案。甲公司拟平价发行附认股权证债券,面值 1000 元,票面利率 6%,期限 10 年,每年末付息一次,到期还本。每份债券附送 20 张认股权证,认股权证 5 年后到期,在到期前每张认股权证可按 60 元的价格购买 1 股普通股。不考虑发行成本等其他费用。资料三:甲公司尚无上市债券,也找不到合适的可比公司。评级机构评定甲公司的信用级别为 AA 级。目前上市交易的同行业其他公司债券及与之到期日相近的政府债券信息如图2。甲公司股票目前β系数 1.5，市场风险溢价 4%，企业所得税税率 25%，假设公司所筹资金全部用于购置资产，资本结构以长期资本账面价值计算权重。资料四：如果甲公司按筹资方案发债，预计 2020 年营业收入比 2019 年增长 20%，财务费用在 2019 年财务费用基础上增加新发债券利息，资本化利息保持不变，企业应纳税所得额为利润总额,营业净利率保持2019 年水平不变，不分配现金股利。	3.0	根据资料二，计算发行附认股权证债券的资本成本。					7.25%（答案在 7.24%~7.26%之间，均正确）
金融策略优化	L3Q3_4	340020	data/figure/L3Q3_4/图片29.jpg			甲公司是一家尚未上市的高科技企业，固定资产较少，人工成本占销售成本的比重较大。为了进行以价值为基础的管理，公司拟采用相对价值评估模型对股权价值进行评估，有关资料如下：（1）甲公司 2013 年度实现净利润 3000 万元，年初股东权益总额为 20000 万元，年末股东权益总额为 21800 万元，2013 年股东权益的增加全部源于利润留存。公司没有优先股，2013 年年末普通股股数为 10000 万股，公司当年没有增发新股，也没有回购股票。预计甲公司 2014 年及以后年度的利润增长率为 9%，权益净利率保持不变。（2）甲公司选择了同行业的 3 家上市公司作为可比公司，并收集了如图所示的相关数据。	1.0	使用市盈率模型下的股价平均法计算甲公司的每股股权价值。					6.66
金融策略优化	L3Q3_4	340020	data/figure/L3Q3_4/图片29.jpg			甲公司是一家尚未上市的高科技企业，固定资产较少，人工成本占销售成本的比重较大。为了进行以价值为基础的管理，公司拟采用相对价值评估模型对股权价值进行评估，有关资料如下：（1）甲公司 2013 年度实现净利润 3000 万元，年初股东权益总额为 20000 万元，年末股东权益总额为 21800 万元，2013 年股东权益的增加全部源于利润留存。公司没有优先股，2013 年年末普通股股数为 10000 万股，公司当年没有增发新股，也没有回购股票。预计甲公司 2014 年及以后年度的利润增长率为 9%，权益净利率保持不变。（2）甲公司选择了同行业的 3 家上市公司作为可比公司，并收集了如图所示的相关数据。	2.0	使用市净率模型下的股价平均法计算甲公司的每股股权价值。					5.72
金融策略优化	L3Q3_4	340027	data/figure/L3Q3_4/图片39.jpg			ABC公司的20X1年度财务报表主要数据如图（单位：万元）	2.0	假设该公司未来不增发新股，并且保持目前的经营效率和财务政策不变，计算该公司股票的价值。目前国库券利率为4%，证券市场平均收益率为9%，ABC股票贝塔系数为0.98。					8.44
金融策略优化	L3Q3_4	340028	data/figure/L3Q3_4/图片40.jpg			B公司是一家制造企业，2009年度财务报表有关数据如图。B公司没有优先股，目前发行在外的普通股为1000万股。假设B公司资产全部为经营资产，流动资产全部是经营负债，长期负债全部是金融负债。公司目前已达到稳定增长状态，未来年度将维持2009年的经营效率和财务政策不变（包括不增发新股和回购股票），可以按照目前的利率水平再需要的时候取得借款，不变的销售净利率可以涵盖不断增加的负债利息。2009年的期末长期负债代表全年平均负债，2009年的利息支出全部是长期负债支付的利息。公司适用的所得税税率为25%。	3.0	假设B公司201年年初的股价是9.45元，计算B公司的加权平均资本成本。					0.102
金融策略优化	L3Q3_4	340031	data/figure/L3Q3_4/图片44.jpg			甲公司拟于 2014 年 10 月发行 3 年期的公司债券，债券面值为 1000 元，每半年付息一次，2017 年 10 月到期还本。甲公司目前没有已上市债券，为了确定拟发行债券的票面利率，公司决定采用风险调整法估计债务资本成本。财务部新入职的小 w 进行了以下分析及计算：（1）收集同行业的 3 家公司发行的已上市债券，并分别与各自发行期限相同的已上市政府债券进行比较，结果如图所示。（2）公司债券的平均风险补偿率＝（3.7%＋4.3%＋4%）/3＝4%（3）使用 3 年期政府债券的票面利率估计无风险利率，无风险利率＝4%（4）税前债务资本成本＝无风险利率＋公司债券的平均风险补偿率＝4%＋4%＝8%（5）拟发行债券的票面利率＝税后债务资本成本＝8%×（1－25%）＝6%	1.0	假设修正后等风险债券的税前债务资本成本为 8.16%，请计算拟发行债券的票面利率。					0.08
金融策略优化	L3Q3_4	340031	data/figure/L3Q3_4/图片44.jpg			甲公司拟于 2014 年 10 月发行 3 年期的公司债券，债券面值为 1000 元，每半年付息一次，2017 年 10 月到期还本。甲公司目前没有已上市债券，为了确定拟发行债券的票面利率，公司决定采用风险调整法估计债务资本成本。财务部新入职的小 w 进行了以下分析及计算：（1）收集同行业的 3 家公司发行的已上市债券，并分别与各自发行期限相同的已上市政府债券进行比较，结果如图所示。（2）公司债券的平均风险补偿率＝（3.7%＋4.3%＋4%）/3＝4%（3）使用 3 年期政府债券的票面利率估计无风险利率，无风险利率＝4%（4）税前债务资本成本＝无风险利率＋公司债券的平均风险补偿率＝4%＋4%＝8%（5）拟发行债券的票面利率＝税后债务资本成本＝8%×（1－25%）＝6%	2.0	假设修正后等风险债券的税前债务资本成本为 8.16%，请计算拟发行债券的每期（半年）付息额。					40
